,ID,Count
177,18465,381.73876584363114
178,18466,541.8348241998069
179,18467,600.6949477509806
180,18468,607.0591442708419
181,18469,536.8964859166362
182,18470,574.0731311610705
183,18471,566.8221203720484
184,18472,552.3548758241677
185,18473,565.2223769845423
186,18474,579.133189049812
187,18475,614.5188172408427
188,18476,590.5313606857922
189,18477,551.1985395712413
190,18478,553.198218805624
191,18479,540.1220554642707
192,18480,374.0362715854193
193,18481,298.5005132989411
194,18482,252.62337464237012
195,18483,208.73366925996817
196,18484,175.69176021015443
197,18485,157.2731060204472
198,18486,169.1112955231065
199,18487,196.12443541013977
200,18488,225.84952438032036
201,18489,291.84693233759276
202,18490,414.2435755166854
203,18491,459.2433188816501
204,18492,464.10887458964936
205,18493,410.468116989167
206,18494,438.89040688999273
207,18495,433.3468639112068
208,18496,422.28636568974434
209,18497,432.12382805017955
210,18498,442.75892249389346
211,18499,469.8119439850909
212,18500,451.4730530037111
213,18501,421.40232346411017
214,18502,422.931118290394
215,18503,412.93412951330333
216,18504,368.4368334253752
217,18505,294.0318686996509
218,18506,248.84152493539978
219,18507,205.60886195722674
220,18508,173.061600460256
221,18509,154.91867919529787
222,18510,166.57964735585028
223,18511,193.18839222080476
224,18512,222.46848745606005
225,18513,287.47789389408524
226,18514,408.0422216360324
227,18515,452.3683049863629
228,18516,457.16102182719635
229,18517,404.3232828852219
230,18518,432.3200823543525
231,18519,426.85952792094395
232,18520,415.9646087636397
233,18521,425.6548012833573
234,18522,436.1306850884574
235,18523,462.77871451768124
236,18524,444.714362381261
237,18525,415.0938009223403
238,18526,416.59970921932336
239,18527,406.75237844252956
240,18528,517.4628413013385
241,18529,412.9624196254001
242,18530,349.49340251810276
243,18531,288.7739125210752
244,18532,243.06187484498486
245,18533,217.58047142505984
246,18534,233.9580894297105
247,18535,271.32958834655426
248,18536,312.45295034363266
249,18537,403.75748103884507
250,18538,573.08788976295
251,18539,635.3430688148776
252,18540,642.0743525764747
253,18541,567.864707827722
254,18542,607.185704227433
255,18543,599.5164546957775
256,18544,584.2147386038415
257,18545,597.8244380125344
258,18546,612.5376265624728
259,18547,649.9642999363791
260,18548,624.593245430578
261,18549,582.991704805627
262,18550,585.1067256596807
263,18551,571.2763284227392
264,18552,511.233840452216
265,18553,407.9913510631952
266,18554,345.2863473881669
267,18555,285.2977731681999
268,18556,240.13599784676185
269,18557,214.96132888363448
270,18558,231.141799985522
271,18559,268.063436458329
272,18560,308.6917726557686
273,18561,398.89721767016397
274,18562,566.1892978892265
275,18563,627.6950751827565
276,18564,634.3453305710674
277,18565,561.0289904294445
278,18566,599.8766571513257
279,18567,592.2997268318568
280,18568,577.182206386298
281,18569,590.6280779364344
282,18570,605.1641552879331
283,18571,642.1403020508085
284,18572,617.0746536678168
285,18573,575.9738949564539
286,18574,578.0634560757319
287,18575,564.3995433653236
288,18576,526.4863720817916
289,18577,420.163669275112
290,18578,355.5878777605306
291,18579,293.8095596830486
292,18580,247.30039427896511
293,18581,221.3746454689236
294,18582,238.03785681164624
295,18583,276.06104091991307
296,18584,317.9015131965299
297,18585,410.7982147248231
298,18586,583.0814116169558
299,18587,646.422198135895
300,18588,653.27086220264
301,18589,577.7671476963123
302,18590,617.7738246763693
303,18591,609.9708385675368
304,18592,594.4022907436795
305,18593,608.2493164523985
306,18594,623.2190739753382
307,18595,661.2983946743163
308,18596,635.4849190456963
309,18597,593.1579296495844
310,18598,595.3098322935069
311,18599,581.2382602219443
312,18600,510.3969112839386
313,18601,407.32343780102224
314,18602,344.7210870460865
315,18603,284.8307187419949
316,18604,239.74287672478454
317,18605,214.60942063351706
318,18606,230.7634030581103
319,18607,267.6245959685794
320,18608,308.1864204507692
321,18609,398.2441922047184
322,18610,565.2624024048612
323,18611,626.6674900042406
324,18612,633.3068584123272
325,18613,560.1105427657997
326,18614,598.8946128654965
327,18615,591.3300865644799
328,18616,576.2373146641303
329,18617,589.6611742870372
330,18618,604.1734549604502
331,18619,641.0890689234448
332,18620,616.0644549372273
333,18621,575.030981333152
334,18622,577.1171216799553
335,18623,563.4755778469475
336,18624,497.7120621570607
337,18625,397.2002645605148
338,18626,336.15376447151795
339,18627,277.7518461742641
340,18628,233.7845682921424
341,18629,209.2757517539489
342,18630,225.02826068737477
343,18631,260.973345642704
344,18632,300.52709070181663
345,18633,388.34666464902773
346,18634,551.2139860977074
347,18635,611.0929785060687
348,18636,617.5673392805032
349,18637,546.1901651689114
350,18638,584.0103382173834
351,18639,576.6338124170031
352,18640,561.9161398368683
353,18641,575.006377468238
354,18642,589.1579857183676
355,18643,625.1561392046351
356,18644,600.753459728317
357,18645,560.7397874010755
358,18646,562.7740810870317
359,18647,549.4715693319104
360,18648,382.5050165794705
361,18649,305.2590148662011
362,18650,258.34314863732163
363,18651,213.45971416770544
364,18652,179.66968649112476
365,18653,160.83400620711635
366,18654,172.94023016446724
367,18655,200.5649882569282
368,18656,230.9630980476482
369,18657,298.4547868025808
370,18658,423.62267447841174
371,18659,469.641279863737
372,18660,474.61699908708397
373,18661,419.7617338788749
374,18662,448.8275472655296
375,18663,443.15849011761804
376,18664,431.8475655443269
377,18665,441.9077628811482
378,18666,452.7836518939281
379,18667,480.4491945701871
380,18668,461.69508345377415
381,18669,430.9435072701391
382,18670,432.5069163157262
383,18671,422.2835806437135
384,18672,376.9056299025337
385,18673,300.7904113531239
386,18674,254.56133370194237
387,18675,210.3349355954875
388,18676,177.03955092379476
389,18677,158.47960102935474
390,18678,170.40860527403103
391,18679,197.62897206255622
392,18680,227.5820922097722
393,18681,294.08578852947403
394,18682,417.4213776150805
395,18683,462.76632917962695
396,18684,467.66921020551297
397,18685,413.61695627258985
398,18686,442.25728313965067
399,18687,436.67121377409205
400,18688,425.52586674256986
401,18689,435.43879559272165
402,18690,446.15547543072364
403,18691,473.4160297686416
404,18692,454.93645497298616
405,18693,424.63504273103536
406,18694,426.1755654577482
407,18695,416.1018864100267
408,18696,525.9315911562403
409,18697,419.7209250718732
410,18698,355.2131797960634
411,18699,293.49996014144557
412,18700,247.03980340918667
413,18701,221.14137365559782
414,18702,237.78702626878524
415,18703,275.77014374211035
416,18704,317.56652694602553
417,18705,410.36533929657855
418,18706,582.4669941080477
419,18707,645.7410357651374
420,18708,652.5824831053134
421,18709,577.1583300517366
422,18710,617.1228503066432
423,18711,609.3280865338199
424,18712,593.7759439463168
425,18713,607.6083784592402
426,18714,622.5623617164546
427,18715,660.6015566269946
428,18716,634.8152817478343
429,18717,592.53289408806
430,18718,594.6825291812846
431,18719,580.6257849195034
432,18720,519.7026325433835
433,18721,414.749890216418
434,18722,351.00615319241973
435,18723,290.02384435882647
436,18724,244.11394625011948
437,18725,218.5222488734894
438,18726,234.97075592068487
439,18727,272.5040140003035
440,18728,313.8053747611441
441,18729,405.50510888332315
442,18730,575.5684490108084
443,18731,638.0930939908823
444,18732,644.8535135071918
445,18733,570.3226590036177
446,18734,609.8138527901461
447,18735,602.1114076035313
448,18736,586.7434594134513
449,18737,600.4120671786666
450,18738,615.1889404383589
451,18739,652.7776117927017
452,18740,627.2967409655187
453,18741,585.5151318237386
454,18742,587.6393073548194
455,18743,573.7490464907091
456,18744,534.9551259233357
457,18745,426.9221779031342
458,18746,361.3076577310617
459,18747,298.5356095281938
460,18748,251.27832471576664
461,18749,224.93554937574717
462,18750,241.86679545318316
463,18751,280.5015984058492
464,18752,323.0150922061259
465,18753,417.4060760931888
466,18754,592.4605203772428
467,18755,656.8201699809711
468,18756,663.7789976781542
469,18757,587.0607742952758
470,18758,627.7109754334655
471,18759,619.7824750243798
472,18760,603.9635005870676
473,18761,618.0332615048692
474,18762,633.2438138484383
475,18763,671.9356563723932
476,18764,645.7069601749499
477,18765,602.6991234235077
478,18766,604.8856403228958
479,18767,590.5877211199412
480,18768,518.8656997758088
481,18769,414.0819740818174
482,18770,350.4408904193808
483,18771,289.5567879240072
484,18772,243.7208234374856
485,18773,218.17033910995542
486,18774,234.59235736593942
487,18775,272.0651716232766
488,18776,313.30002038282714
489,18777,404.8520806094765
490,18778,574.6415495402365
491,18779,637.0655043931338
492,18780,643.8150368823984
493,18781,569.4042073900969
494,18782,608.8318042809375
495,18783,601.1417631661196
496,18784,585.7985636276824
497,18785,599.4451593710038
498,18786,614.1982358502703
499,18787,651.7263741444051
500,18788,626.2865378904688
501,18789,584.5722141453425
502,18790,586.6929688892371
503,18791,572.8250769987271
504,18792,506.1808192684156
505,18793,403.9587757980171
506,18794,341.8735466504729
507,18795,282.477897844151
508,18796,237.76250026483459
509,18797,212.83665703564796
510,18798,228.85720080727617
511,18799,265.4139048431525
512,18800,305.6406716857805
513,18801,394.95452856870816
514,18802,560.5930984792959
515,18803,621.4909543658324
516,18804,628.0754788132394
517,18805,555.4837953561715
518,18806,593.9474928112427
519,18807,586.4454526621479
520,18808,571.4773533718678
521,18809,584.7903262983186
522,18810,599.1827294620495
523,18811,635.79340500979
524,18812,610.9755048043309
525,18813,570.280984858882
526,18814,572.3498928136682
527,18815,558.8210338397619
528,18816,390.9738021177599
529,18817,312.0175487898842
530,18818,264.06295001577314
531,18819,218.18578170145048
532,18820,183.6476318164742
533,18821,164.3949234416462
534,18822,176.7691831369075
535,18823,205.00556236292698
536,18824,236.0766961962833
537,18825,305.06267290276685
538,18826,433.00181834270893
539,18827,480.0392906262112
540,18828,485.1251738923153
541,18829,429.05539526190705
542,18830,458.76473521526856
543,18831,452.9701632973304
544,18832,441.40881117329087
545,18833,451.69174455284514
546,18834,462.80842928749837
547,18835,491.086496081273
548,18836,471.91716284195456
549,18837,440.48473675472223
550,18838,442.08276018532865
551,18839,431.633076534755
552,18840,385.3743896958666
553,18841,307.54892473098494
554,18842,260.28111769230014
555,18843,215.06098876207187
556,18844,181.01748415626165
557,18845,162.04050743875996
558,18846,174.2375466065228
559,18847,202.06953266928926
560,18848,232.6956748131605
561,18849,300.6936545418047
562,18850,426.80049296694824
563,18851,473.1643083323347
564,18852,478.17735306608114
565,18853,422.91058940305766
566,18854,452.19444088051614
567,18855,446.4828571264936
568,18856,435.0870833055184
569,18857,445.2227475212895
570,18858,456.18022234915026
571,18859,484.05329894252145
572,18860,465.15850328622827
573,18861,434.17624321045184
574,18862,435.7513802169569
575,18863,425.45135387876803
576,18864,534.400374270912
577,18865,426.47945706138273
578,18866,360.9329795376083
579,18867,298.2260263226731
580,18868,251.0177475961181
581,18869,224.70228987105577
582,18870,241.61597814544643
583,18871,280.2107165772949
584,18872,322.68012363123876
585,18873,416.9732235057037
586,18874,591.8461352881988
587,18875,656.1390435518837
588,18876,663.0906549032898
589,18877,586.4519887750861
590,18878,627.0600354125336
591,18879,619.1397569056038
592,18880,603.3371868390202
593,18881,617.3923573309334
594,18882,632.5871362411099
595,18883,671.2388550938717
596,18884,645.0373582106351
597,18885,602.0741208421109
598,18886,604.258370310449
599,18887,589.9752781348835
600,18888,528.1713945366137
601,18889,421.5084053499121
602,18890,356.72593866858375
603,18891,294.7498987530795
604,18892,248.09188051591877
605,18893,222.0831562078976
606,18894,238.79969824780602
607,18895,276.9445757605439
608,18896,318.9189586928681
609,18897,412.1129766121537
610,18898,584.9475667990529
611,18899,648.4910758446331
612,18900,655.3616590974198
613,18901,579.616294548257
614,18902,619.7510131123488
615,18903,611.9230535046659
616,18904,596.3046784600803
617,18905,610.1960216487739
618,18906,625.2136899608755
619,18907,663.414883729784
620,18908,637.5187919341031
621,18909,595.056334781636
622,18910,597.2151246015006
623,18911,583.0985163881257
624,18912,543.4239070493234
625,18913,433.68070830556974
626,18914,367.02745612945324
627,18915,303.2616745996217
628,18916,255.2562679685763
629,18917,228.49646475501208
630,18918,245.69574643070982
631,18919,284.9421701982752
632,18920,328.1286876905375
633,18921,424.01395875061604
634,18922,601.8396593549348
635,18923,667.2181753260027
636,18924,674.2871670085466
637,18925,596.3544308362397
638,18926,637.6481582058539
639,18927,629.5941430921358
640,18928,613.52474123455
641,18929,627.8172380790372
642,18930,643.2685860190236
643,18931,682.5729523413643
644,18932,655.9290342373492
645,18933,612.2403479370379
646,18934,614.4614792034109
647,18935,599.9372121398243
648,18936,527.33446357356
649,18937,420.84049065541376
650,18938,356.1606771143149
651,18939,294.28284332528636
652,18940,247.69875855090186
653,18941,221.73124720312057
654,18942,238.42130050893036
655,18943,276.5057343297105
656,18944,318.4136054041519
657,18945,411.45994974630935
658,18946,584.0206693269804
659,18947,647.4634884624832
660,18948,654.3231847116987
661,18949,578.697844915021
662,18950,618.7689667205472
663,18951,610.9534111579164
664,18952,595.3597847116127
665,18953,609.229115925873
666,18954,624.2229875088573
667,18955,662.3636483480739
668,18956,636.5085910371645
669,18957,594.1134191362764
670,18958,596.2687881763304
671,18959,582.1745488883257
672,18960,514.649598762644
673,18961,410.71730489822346
674,18962,347.59334394677745
675,18963,287.20396200496384
676,18964,241.74044275117677
677,18965,216.39757172879797
678,18966,232.68615104704307
679,18967,269.85447577997195
680,18968,310.7542661849079
681,18969,401.56240995293285
682,18970,569.9722356498214
683,18971,631.888957707383
684,18972,638.5836461189247
685,18973,564.7774501064397
686,18974,603.8846736689413
687,18975,596.2571188393981
688,18976,581.0385921770965
689,18977,594.5743009873165
690,18978,609.2074997010681
691,18979,646.4306989291738
692,18980,621.1975768971477
693,18981,579.8222075340152
694,18982,581.925729849117
695,18983,568.1705230581911
696,18984,399.4425673957503
697,18985,318.7760665447889
698,18986,269.782737710458
699,18987,222.91183792878792
700,18988,187.62556762518622
701,18989,167.95583215721578
702,18990,180.59812694915217
703,18991,209.44612584551845
704,18992,241.19028211140204
705,18993,311.6705431945768
706,18994,442.38093976881146
707,18995,490.4372765130047
708,18996,495.6333235583148
709,18997,438.34903441124857
710,18998,468.70189939177607
711,18999,462.7818130040866
712,19000,450.97003392840907
713,19001,461.4757028178337
714,19002,472.8331826982928
715,19003,501.723772144211
716,19004,482.1392177753436
717,19005,450.0259434133453
718,19006,451.65858114616134
719,19007,440.98255005853014
720,19008,393.8431678512303
721,19009,314.30745276270716
722,19010,266.0009140843379
723,19011,219.78705217572136
724,19012,184.99542601371422
725,19013,165.60142156895006
726,19014,178.0664962409549
727,19015,206.51010290408027
728,19016,237.80926850385833
729,19017,307.3015348813617
730,19018,436.17962865468667
731,19019,483.5623100300214
732,19020,488.6855187104861
733,19021,432.20424268405304
734,19022,462.1316201672041
735,19023,456.29452175257643
736,19024,444.64832059917075
737,19025,455.00672066349784
738,19026,466.20499100331085
739,19027,494.69059118021084
740,19028,475.38057376299486
741,19029,443.7174643771732
742,19030,445.3272157385214
743,19031,434.8008416190974
744,19032,542.8691407631601
745,19033,433.2379757853284
746,19034,366.6527680524003
747,19035,302.95208322763585
748,19036,254.99568397518942
749,19037,228.26319909719095
750,19038,245.4449225066878
751,19039,284.6512806965775
752,19040,327.793710279547
753,19041,423.5810947449547
754,19042,601.2252580590863
755,19043,666.5370309295478
756,19044,673.5988060759553
757,19045,595.7456292569561
758,19046,636.9972010138387
759,19047,628.9514080191614
760,19048,612.8984109650333
761,19049,627.1763169987528
762,19050,642.6118910892606
763,19051,681.8761326819899
764,19052,655.2594146096696
765,19053,611.615328868759
766,19054,613.8341926442696
767,19055,599.3247529991928
768,19056,536.640171593454
769,19057,428.2669325049553
770,19058,362.4457343186811
771,19059,299.4759615536901
772,19060,252.06982185737473
773,19061,225.6440698761856
774,19062,242.6286473855679
775,19063,281.3851454193287
776,19064,324.0325517202587
777,19065,418.7208560945729
778,19066,594.3267012701816
779,19067,658.8890761935484
780,19068,665.8698233787634
781,19069,588.9099466237309
782,19070,629.6881911100407
783,19071,621.7347168580336
784,19072,605.8659145135017
785,19073,619.9799935218592
786,19074,635.2384573146785
787,19075,674.0521745876626
788,19076,647.7408610849191
789,19077,604.5975547107228
790,19078,606.7909588809406
791,19079,592.4480029156911
792,19080,551.892674537658
793,19081,440.43922782444474
794,19082,372.74724531700025
795,19083,307.98773206045786
796,19084,259.2342048155279
797,19085,232.05737439997733
798,19086,249.5246912423072
799,19087,289.3827348398519
800,19088,333.2422749403
801,19089,430.6218307670773
802,19090,611.2187832289841
803,19091,677.616163926666
804,19092,684.7953194171688
805,19093,605.6480724112171
806,19094,647.5853249759571
807,19095,639.4057953597286
808,19096,623.0859664851433
809,19097,637.6011988976348
810,19098,653.2933420462743
811,19099,693.2102311806267
812,19100,666.1510918386903
813,19101,621.7815570859118
814,19102,624.0373026635289
815,19103,609.2866881038082
816,19104,535.803239729089
817,19105,427.59901709116326
818,19106,361.8804721556683
819,19107,299.00890562291363
820,19108,251.67669946899508
821,19109,225.29216049242916
822,19110,242.25024923918647
823,19111,280.94630351589615
824,19112,323.52719788731525
825,19113,418.06782852546803
826,19114,593.3998027999105
827,19115,657.8614877047645
828,19116,664.831347874684
829,19117,587.9914960013941
830,19118,628.7061436606493
831,19119,620.7650734670527
832,19120,604.921019747455
833,19121,619.0130867576739
834,19122,634.2477537957486
835,19123,673.0009380738513
836,19124,646.7306591000704
837,19125,603.6546380499143
838,19126,605.8446214366376
839,19127,591.5240344208479
840,19128,523.1183670681061
841,19129,417.4758250692087
842,19130,353.3131336862107
843,19131,291.9300199218038
844,19132,245.7183799819482
845,19133,219.95848171734536
846,19134,236.5150962280845
847,19135,274.2950408500061
848,19136,315.8678539280659
849,19137,408.17028260696895
850,19138,579.3513604288357
851,19139,642.2869473113188
852,19140,649.0917995414486
853,19141,574.0710925781342
854,19142,613.8218413978535
855,19143,606.0687720536893
856,19144,590.5998183502254
857,19145,604.3582627499408
858,19146,619.232256695579
859,19147,657.0679787947972
860,19148,631.419635484786
861,19149,589.3634176034934
862,19150,591.5015542331789
863,19151,577.5199999242793
864,19152,407.9113428117854
865,19153,325.5345923903836
866,19154,275.5025322523586
867,19155,227.63789981373517
868,19156,191.60350819592554
869,19157,171.51674513558527
870,19158,184.42707534506428
871,19159,213.8866946439534
872,19160,246.30387414804625
873,19161,318.27842139673515
874,19162,451.76007242275523
875,19163,500.83527484733224
876,19164,506.1414858037268
877,19165,447.6426846860995
878,19166,478.6390754641635
879,19167,472.59347445646813
880,19168,460.5312681293639
881,19169,471.2596727952978
882,19170,482.8579481098211
883,19171,512.3610609411398
884,19172,492.3612849456581
885,19173,459.5671614938435
886,19174,461.23441357030634
887,19175,450.33203477465486
888,19176,402.311936827021
889,19177,321.0659734686499
890,19178,271.7207042765099
891,19179,224.51311046664324
892,19180,188.97336355935147
893,19181,169.16233183935424
894,19182,181.89544172506893
895,19183,210.95066832559863
896,19184,242.9228566517723
897,19185,313.909408058431
898,19186,445.5587541760872
899,19187,493.96030045698967
900,19188,499.19367296476236
901,19189,441.49788589136756
902,19190,472.06878868267336
903,19191,466.1061757434897
904,19192,454.20954752909967
905,19193,464.7906832005523
906,19194,476.229748791312
907,19195,505.3278718878072
908,19196,485.60263315974015
909,19197,453.2586752018671
910,19198,454.9030408805388
911,19199,444.1503192252252
912,19200,551.3379155724738
913,19201,439.9965011467277
914,19202,372.3725621845225
915,19203,307.6781447739978
916,19204,258.9736242609404
917,19205,231.8241118204489
918,19206,249.27387062828578
919,19207,289.0918491768805
920,19208,332.90730194984246
921,19209,430.18897247371046
922,19210,610.6043900410889
923,19211,676.9350285189403
924,19212,684.1069675685397
925,19213,605.03927886599
926,19214,646.9343763743054
927,19215,638.7630687686143
928,19216,622.4596444810007
929,19217,636.9602862752722
930,19218,652.6366557825929
931,19219,692.5134207168404
932,19220,665.4814810476532
933,19221,621.1565462657038
934,19222,623.4100243823813
935,19223,608.6742370455003
936,19224,545.1089411191532
937,19225,435.02545364975373
938,19226,368.16552488226023
939,19227,304.2020201514924
940,19228,256.0477596613141
941,19229,229.20498037781283
942,19230,246.45759311830955
943,19231,285.82571112918936
944,19232,329.1461402002169
945,19233,425.3287297007159
946,19234,603.7058274006034
947,19235,669.2870672956965
948,19236,676.377978315373
949,19237,598.2035904345161
950,19238,639.625360270767
951,19239,631.5463714860539
952,19240,615.4271420642764
953,19241,629.7639566942225
954,19242,645.2632157536241
955,19243,684.6894559859768
956,19244,657.9629211454205
957,19245,614.1387661549628
958,19246,616.3667846447518
959,19247,601.7974811289149
960,19248,560.3614488491887
961,19249,447.1977527885872
962,19250,378.4670391129208
963,19251,312.7137933290284
964,19252,263.21214486746106
965,19253,235.61828691392975
966,19254,253.35363913884487
967,19255,293.8233030591444
968,19256,338.3558663100255
969,19257,437.22970810743095
970,19258,620.5979146596941
971,19259,688.0141609048785
972,19260,695.303480292098
973,19261,614.941721473983
974,19262,657.5224997523302
975,19263,649.2174555324655
976,19264,632.6471994391145
977,19265,647.3851675990659
978,19266,663.3181061503649
979,19267,703.847518590232
980,19268,676.3731576758348
981,19269,631.3227739220368
982,19270,633.6131338387861
983,19271,618.6361716005656
984,19272,544.2720097059131
985,19273,434.35753859598293
986,19274,367.6002630239363
987,19275,303.7349644724694
988,19276,255.65463748483626
989,19277,228.8530711837434
990,19278,246.07919517589312
991,19279,285.38686946230234
992,19280,328.6407866396704
993,19281,424.6757024836073
994,19282,602.7789294299513
995,19283,668.2594793608057
996,19284,675.3395033710549
997,19285,597.2851403072445
998,19286,638.643313350721
999,19287,630.5767286177323
1000,19288,614.482247807549
1001,19289,628.7970504512216
1002,19290,644.2725127687054
1003,19291,683.6382200388055
1004,19292,656.9527197050932
1005,19293,613.1958500024074
1006,19294,615.4204477105457
1007,19295,600.8735131321114
1008,19296,531.5871409712356
1009,19297,424.2343497074257
1010,19298,359.0329272062978
1011,19299,296.6560809624631
1012,19300,249.69631984204776
1013,19301,223.51939405957498
1014,19302,240.34404393997357
1015,19303,278.735608855155
1016,19304,320.9814450511917
1017,19305,414.7781596286619
1018,19306,588.7304914072431
1019,19307,652.6849437880945
1020,19308,659.5999599096285
1021,19309,583.3647411927197
1022,19310,623.7590156950126
1023,19311,615.8804317532652
1024,19312,600.1610508431121
1025,19313,614.1422309795461
1026,19314,629.2570203162317
1027,19315,667.705265691426
1028,19316,641.6417008289778
1029,19317,598.9046339794993
1030,19318,601.077384946648
1031,19319,586.869482970164
1032,19320,416.3801131586988
1033,19321,332.293114190554
1034,19322,281.2223233705842
1035,19323,232.36395886982208
1036,19324,195.58144638560452
1037,19325,175.07765598251302
1038,19326,188.25602144909777
1039,19327,218.32726078441453
1040,19328,251.41746312386772
1041,19329,324.88629564364174
1042,19330,461.13919946266844
1043,19331,511.23326695777075
1044,19332,516.6496417593092
1045,19333,456.93632939808685
1046,19334,488.5762455884943
1047,19335,482.40513003592184
1048,19336,470.09249660728824
1049,19337,481.04363691640935
1050,19338,492.88270752086464
1051,19339,522.9983433709483
1052,19340,502.58334599738987
1053,19341,469.10837386329223
1054,19342,470.8102402626828
1055,19343,459.6815138944951
1056,19344,410.78071039508404
1057,19345,327.8244978394662
1058,19346,277.44049757029376
1059,19347,229.2391713203162
1060,19348,192.95130326206407
1061,19349,172.72324404069664
1062,19350,185.72438928546595
1063,19351,215.39123615505676
1064,19352,248.03644757257922
1065,19353,320.5172848186837
1066,19354,454.9378847834098
1067,19355,504.3582965223693
1068,19356,509.7018329171874
1069,19357,450.79153413825054
1070,19358,482.00596258666883
1071,19359,475.9178350548679
1072,19360,463.7707796436968
1073,19361,474.5746510430556
1074,19362,486.2545120153353
1075,19363,515.9651583635724
